#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-10-01T22:04:51 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ524b46cf1f93	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/65&tab:{VIII/65/nvss}&key:source=nvss&HTTPPRM:&&-ref=VIZ524b46cf1f93&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/65/nvss
#-order=I
#-out=NVSS
#-out=RAJ2000
#-out=DEJ2000
#-out=e_RAJ2000
#-out=e_DEJ2000
#-out=S1.4
#-sort=S1.4
#S1.4=> 1000
#-out=e_S1.4
#-out=polFlux
#-out=polPA
#-out=e_polFlux
#-out=e_polPA
#Image=Image
#

#RESOURCE=yCat_8065
#Name: VIII/65
#Title: 1.4GHz NRAO VLA Sky Survey (NVSS) (Condon+ 1998)
#Table	VIII_65_nvss:
#Name: VIII/65/nvss
#Title: The NVSS Catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	NVSS	(a14)	Source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	e_RAJ2000	(F5.2)	Mean error on RA	[ucd=stat.error;pos.eq.ra]
#Column	e_DEJ2000	(F4.1)	Mean error on Dec	[ucd=stat.error;pos.eq.dec]
#Column	S1.4	(F8.1)	Integrated 1.4GHz flux density of radio source	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_S1.4	(F7.1)	Mean error on S1.4	[ucd=stat.error]
#Column	polFlux	(F6.2)	? Integrated linearly polarized flux density	[ucd=phot.flux.density]
#Column	polPA	(F5.1)	[-90,90]? The position angle of polFlux (4)	[ucd=pos.posAng;phys.polarization]
#Column	e_polFlux	(F5.2)	? Mean error on polFlux	[ucd=stat.error]
#Column	e_polPA	(F4.1)	? Mean error on polPA	[ucd=stat.error]
_RAJ2000|_DEJ2000|NVSS|RAJ2000|DEJ2000|e_RAJ2000|e_DEJ2000|S1.4|e_S1.4|polFlux|polPA|e_polFlux|e_polPA
135.76683|+46.85131|090304+465104 |09 03 04.04|+46 51 04.7| 0.04| 0.6|  1754.9|   52.6| 24.52| 22.9| 0.40| 0.3
123.84508| +1.91811|081522+015505 |08 15 22.82|+01 55 05.2| 0.03| 0.6|  1755.0|   61.8| 49.52|-10.5| 0.46| 0.2
065.98325|+41.83417|042355+415003 |04 23 55.98|+41 50 03.0| 0.04| 0.6|  1755.6|   52.7| 36.31|-65.3| 0.49| 0.3
014.77767|-17.01086|005906-170039 |00 59 06.64|-17 00 39.1| 0.03| 0.6|  1756.4|   52.7|  3.64|-26.7| 0.43| 2.3
016.87650|+32.37247|010730+322220 |01 07 30.36|+32 22 20.9| 0.04| 0.6|  1757.0|   53.7|  7.46| 36.4|11.94| 6.0
326.04821|+28.17892|214411+281044 |21 44 11.57|+28 10 44.1| 0.03| 0.6|  1760.6|   63.3|103.81| 24.5| 0.90| 0.1
228.41750|+23.64314|151340+233835 |15 13 40.20|+23 38 35.3| 0.03| 0.6|  1767.5|   53.0|  4.95|-20.6| 0.44| 1.7
193.38625|+15.70758|125332+154227 |12 53 32.70|+15 42 27.3| 0.03| 0.6|  1768.7|   58.4| 25.04|-28.3| 0.68| 0.4
322.89692|-12.11839|213135-120706 |21 31 35.26|-12 07 06.2| 0.03| 0.6|  1769.2|   69.7| 34.92|-48.8| 0.50| 0.3
279.04358| -7.19003|183610-071124 |18 36 10.46|-07 11 24.1| 0.03| 0.6|  1770.4|   58.8|  6.98|-15.6| 2.08| 3.0
278.20821|+28.56044|183249+283337 |18 32 49.97|+28 33 37.6| 0.03| 0.6|  1771.0|   59.1| 30.61|-13.6| 0.68| 0.4
035.50817| +8.44647|022201+082647 |02 22 01.96|+08 26 47.3| 0.03| 0.6|  1771.9|   63.3|123.43|  6.7| 0.91| 0.1
070.66092| -0.29522|044238-001742 |04 42 38.62|-00 17 42.8| 0.03| 0.6|  1772.9|   53.2| 10.17| 19.2| 0.45| 0.9
226.10429|+10.49403|150425+102938 |15 04 25.03|+10 29 38.5| 0.03| 0.6|  1774.2|   53.2| 52.32| 49.5| 0.43| 0.2
255.29096|-29.91144|170109-295441 |17 01 09.83|-29 54 41.2| 0.03| 0.6|  1777.0|   53.3|  1.88| 28.4| 0.62| 6.5
102.60237|-16.62775|065024-163739 |06 50 24.57|-16 37 39.9| 0.03| 0.6|  1777.7|   53.3|  1.84| 44.4| 0.45| 4.7
297.68350| -4.60325|195044-043611 |19 50 44.04|-04 36 11.7| 0.03| 0.6|  1777.8|   53.3|  5.87| 14.7| 0.53| 1.7
062.00800|+43.02031|040801+430113 |04 08 01.92|+43 01 13.1| 0.04| 0.6|  1783.1|   59.4| 70.96| -7.7| 0.65| 0.1
266.06562|-28.82400|174415-284926 |17 44 15.75|-28 49 26.4| 0.04| 0.6|  1784.8|   54.1| -0.59|     |40.03|
019.05192|-11.60414|011612-113614 |01 16 12.46|-11 36 14.9| 0.03| 0.6|  1785.0|   53.6| 70.39| 36.7| 0.40| 0.1
176.37929|+31.56028|114531+313337 |11 45 31.03|+31 33 37.0| 0.04| 0.6|  1785.9|   53.6| 90.38| 29.3| 0.45| 0.1
125.39071|+47.04325|082133+470235 |08 21 33.77|+47 02 35.7| 0.04| 0.6|  1787.1|   63.0| 29.96|-22.6| 0.45| 0.3
155.04871|-32.75967|102011-324534 |10 20 11.69|-32 45 34.8| 0.04| 0.6|  1788.3|   53.7| 80.26|-54.8| 0.49| 0.1
148.00217|+24.37492|095200+242229 |09 52 00.52|+24 22 29.7| 0.03| 0.6|  1788.6|   57.6| 49.62| 38.3| 0.84| 0.2
308.20958|+25.87183|203250+255218 |20 32 50.30|+25 52 18.6| 0.03| 0.6|  1788.7|   61.1| 17.71|-88.2| 0.56| 0.6
163.88950|-28.52603|105533-283133 |10 55 33.48|-28 31 33.7| 0.03| 0.6|  1792.1|   61.1| 23.37| 51.9| 0.57| 0.4
351.16437|+58.49675|232439+582948 |23 24 39.45|+58 29 48.3| 0.06| 0.6|  1793.1|   54.4|123.28| 14.3|42.20| 0.9
263.41192|-31.76814|173338-314605 |17 33 38.86|-31 46 05.3| 0.04| 0.6|  1795.3|   55.6|  1.95| 11.0| 6.03|16.5
322.53596|+83.95847|213008+835730 |21 30 08.63|+83 57 30.5| 0.29| 0.6|  1796.8|   59.6|105.90|-77.2| 0.55| 0.1
299.04633| -7.61519|195611-073654 |19 56 11.12|-07 36 54.7| 0.03| 0.6|  1797.9|   53.9|  2.41| 42.5| 0.48| 3.9
134.41933|+34.06844|085740+340406 |08 57 40.64|+34 04 06.4| 0.04| 0.6|  1798.4|   60.0| 41.86| 11.8| 0.63| 0.2
315.48458|+28.58075|210156+283450 |21 01 56.30|+28 34 50.7| 0.03| 0.6|  1800.5|   59.9| 34.07|-15.6| 0.72| 0.3
029.39637|+74.71158|015735+744241 |01 57 35.13|+74 42 41.7| 0.11| 0.6|  1800.7|   54.0|  0.49| 80.5| 0.46|18.1
158.77933|+56.47981|103507+562847 |10 35 07.04|+56 28 47.3| 0.05| 0.6|  1801.9|   54.1| -0.15|     | 0.42|
176.75562|-38.20314|114701-381211 |11 47 01.35|-38 12 11.3| 0.04| 0.6|  1803.7|   54.1| 38.93|-42.0| 0.52| 0.3
356.65350| +9.51278|234636+093046 |23 46 36.84|+09 30 46.0| 0.03| 0.6|  1804.2|   54.1| 58.11|-28.0| 0.42| 0.1
085.45496|+47.48564|054149+472908 |05 41 49.19|+47 29 08.3| 0.04| 0.6|  1805.0|   54.2| 45.76|-43.0| 0.43| 0.2
234.38496|+13.74658|153732+134447 |15 37 32.39|+13 44 47.7| 0.03| 0.6|  1805.6|   71.4| 68.87|-31.1| 0.52| 0.1
155.86058|+80.54867|102326+803255 |10 23 26.54|+80 32 55.2| 0.18| 0.6|  1805.8|   57.1|  6.04| 50.9| 1.01| 2.1
035.64967|+86.29089|022235+861727 |02 22 35.92|+86 17 27.2| 0.46| 0.6|  1806.7|   62.5| 97.23| 34.6| 0.36| 0.1
304.01721|+37.20653|201604+371223 |20 16 04.13|+37 12 23.5| 0.04| 0.6|  1807.0|   54.9|  4.44|-71.9|23.33|16.0
134.54196|+27.84744|085810+275050 |08 58 10.07|+27 50 50.8| 0.03| 0.6|  1807.8|   63.4|  6.43|-73.8| 0.48| 1.4
216.23721|+20.00631|142456+200022 |14 24 56.93|+20 00 22.7| 0.03| 0.6|  1808.5|   54.3| 41.68|-59.0| 0.44| 0.2
112.88162|-22.40556|073131-222420 |07 31 31.59|-22 24 20.0| 0.03| 0.6|  1808.9|   54.3|  9.06|-79.7| 0.50| 1.1
176.28512|+19.62639|114508+193735 |11 45 08.43|+19 37 35.0| 0.03| 0.6|  1809.2|   54.9| 39.41| 58.3|18.32| 1.3
017.46904|+73.21097|010952+731239 |01 09 52.57|+73 12 39.5| 0.10| 0.6|  1810.2|   61.0| 25.71| 32.7| 1.64| 0.7
131.50304|-26.18169|084600-261054 |08 46 00.73|-26 10 54.1| 0.03| 0.6|  1810.6|   54.3|  2.54| 19.2| 0.46| 3.5
023.55954|-36.47589|013414-362833 |01 34 14.29|-36 28 33.2| 0.04| 0.6|  1811.7|   55.0|100.90| -6.3|18.52| 0.5
359.38021|-11.42747|235731-112538 |23 57 31.25|-11 25 38.9| 0.03| 0.6|  1813.6|   63.5| 27.26| 57.2| 0.46| 0.3
031.14471| +9.06369|020434+090349 |02 04 34.73|+09 03 49.3| 0.03| 0.6|  1814.1|   54.4| -0.06|     | 0.45|
084.43800|+34.30217|053745+341807 |05 37 45.12|+34 18 07.8| 0.04| 0.6|  1818.0|   63.9| 35.37| 43.5| 0.55| 0.3
279.21675| -7.41483|183652-072453 |18 36 52.02|-07 24 53.4| 0.03| 0.6|  1818.8|   59.4|  7.43| 12.7| 2.49| 3.1
327.36954|-13.07397|214928-130426 |21 49 28.69|-13 04 26.3| 0.03| 0.6|  1820.0|   64.2| 67.79| 89.8| 0.45| 0.1
232.85567|+35.56128|153125+353340 |15 31 25.36|+35 33 40.6| 0.04| 0.6|  1820.7|   64.1|  2.04|-53.6| 0.44| 4.1
267.10667|-28.50247|174825-283008 |17 48 25.60|-28 30 08.9| 0.04| 0.6|  1821.1|   55.7| 25.05|-86.7|13.79| 2.1
357.60579| -2.41200|235025-022443 |23 50 25.39|-02 24 43.2| 0.03| 0.6|  1821.8|   54.7|  4.59| -7.3| 0.46| 1.9
047.10413| +4.11106|030824+040639 |03 08 24.99|+04 06 39.8| 0.03| 0.6|  1822.8|   55.2|999.90|-71.1|32.21| 0.0
355.44092|-35.10689|234145-350624 |23 41 45.82|-35 06 24.8| 0.04| 0.6|  1823.2|   54.7| 18.10| -2.8| 0.48| 0.5
278.64992| -8.55611|183435-083322 |18 34 35.98|-08 33 22.0| 0.03| 0.6|  1824.0|   55.3|  7.92| 35.3|41.05|11.7
312.78729|-14.57928|205108-143445 |20 51 08.95|-14 34 45.4| 0.03| 0.6|  1824.3|   63.3| 14.06|-19.4| 0.50| 0.6
262.33537|-23.75972|172920-234535 |17 29 20.49|-23 45 35.0| 0.03| 0.6|  1825.0|   69.6|  4.46| 28.3| 0.86| 3.3
355.13850|+13.55014|234033+133300 |23 40 33.24|+13 33 00.5| 0.03| 0.6|  1829.1|   54.9|  1.69| 32.8| 0.41| 4.9
305.26446|+23.30983|202103+231835 |20 21 03.47|+23 18 35.4| 0.03| 0.6|  1829.5|   54.9|  9.90| 53.2| 0.45| 0.9
236.53958| +0.44017|154609+002624 |15 46 09.50|+00 26 24.6| 0.03| 0.6|  1830.3|   54.9|  1.76| 32.1| 0.46| 5.1
262.82354|-33.88169|173117-335254 |17 31 17.65|-33 52 54.1| 0.04| 0.6|  1831.2|   55.8|  3.69| 55.7|18.05|16.9
332.33925|+37.70514|220921+374218 |22 09 21.42|+37 42 18.5| 0.04| 0.6|  1832.4|   55.0| 47.39| 58.3| 0.44| 0.2
078.52437| +0.94058|051405+005626 |05 14 05.85|+00 56 26.1| 0.03| 0.6|  1833.1|   69.8| 41.24| 22.4| 0.63| 0.3
115.77400|+80.42892|074305+802544 |07 43 05.76|+80 25 44.1| 0.18| 0.6|  1833.5|   61.5| 91.36| 70.6| 1.52| 0.2
193.63454|-12.56533|125432-123355 |12 54 32.29|-12 33 55.2| 0.03| 0.6|  1834.6|   60.3| 56.02|-34.2| 1.95| 0.3
336.40846|+21.30183|222538+211806 |22 25 38.03|+21 18 06.6| 0.03| 0.6|  1837.2|   55.1|138.80| -3.3| 0.43| 0.1
275.26508|-15.95956|182103-155734 |18 21 03.62|-15 57 34.4| 0.03| 0.6|  1837.9|   55.8| 14.90|-42.2|40.99| 6.2
270.90842|-17.54050|180338-173225 |18 03 38.02|-17 32 25.8| 0.03| 0.6|  1839.0|   63.8|  1.50|-28.8| 0.65| 7.9
045.42642|+35.20550|030142+351219 |03 01 42.34|+35 12 19.8| 0.04| 0.6|  1843.0|   55.3|  4.88| 33.8| 0.42| 1.6
009.43621|+13.33222|003744+131956 |00 37 44.69|+13 19 56.0| 0.03| 0.6|  1843.3|   63.3| 88.25|-78.0| 0.52| 0.1
053.62083|+74.17575|033429+741032 |03 34 29.00|+74 10 32.7| 0.11| 0.6|  1843.5|   55.3| 16.97| 71.3| 0.48| 0.5
298.75229|+27.21483|195500+271253 |19 55 00.55|+27 12 53.4| 0.03| 0.6|  1843.7|   59.0|  2.28| 18.0| 3.35|11.7
117.74179|+82.69961|075058+824158 |07 50 58.03|+82 41 58.6| 0.24| 0.6|  1844.8|   55.3| 45.59| 86.1| 0.41| 0.2
351.21196|+59.01983|232450+590111 |23 24 50.87|+59 01 11.4| 0.06| 0.6|  1845.3|   56.0| 85.23|-57.5|52.16| 1.4
207.46275|-39.38072|134951-392250 |13 49 51.06|-39 22 50.6| 0.04| 0.6|  1846.5|   65.2|  2.36| -1.9| 0.53| 4.2
233.75529|+55.61383|153501+553649 |15 35 01.27|+55 36 49.8| 0.05| 0.6|  1846.9|   60.0|  9.85| 26.8| 0.69| 1.0
257.95154|-39.16661|171148-390959 |17 11 48.37|-39 09 59.8| 0.04| 0.6|  1848.9|   60.9|  0.80| 49.9| 2.10|25.3
121.19987|+10.25633|080447+101522 |08 04 47.97|+10 15 22.8| 0.03| 0.6|  1849.3|   55.5| 20.66|-45.1| 0.41| 0.4
062.34342|+38.80939|040922+384833 |04 09 22.42|+38 48 33.8| 0.04| 0.6|  1849.8|   55.5| 30.96|-75.8| 0.50| 0.3
305.41629|+37.43700|202139+372613 |20 21 39.91|+37 26 13.2| 0.04| 0.6|  1850.8|   58.0| 10.57|-10.3| 5.11| 3.1
063.66371|+48.80419|041439+484815 |04 14 39.29|+48 48 15.1| 0.05| 0.6|  1852.3|   55.6|  0.92| 81.1| 0.55|11.6
060.06879|-16.17044|040016-161013 |04 00 16.51|-16 10 13.6| 0.03| 0.6|  1853.4|   64.1|100.23| 10.1| 0.53| 0.1
261.16196| -2.71294|172438-024246 |17 24 38.87|-02 42 46.6| 0.03| 0.6|  1853.8|   60.6|108.04|-39.1| 2.58| 0.2
250.16579| -2.66172|164039-023942 |16 40 39.79|-02 39 42.2| 0.03| 0.6|  1853.9|   55.6|  7.66|-69.2| 0.53| 1.3
091.11946|+20.35614|060428+202122 |06 04 28.67|+20 21 22.1| 0.03| 0.6|  1856.8|   65.6|  0.47| 71.4| 0.59|23.3
349.09462|-11.95397|231622-115714 |23 16 22.71|-11 57 14.3| 0.03| 0.6|  1860.3|   65.1| 35.39|-63.0| 0.45| 0.2
299.76579|-35.57594|195903-353433 |19 59 03.79|-35 34 33.4| 0.04| 0.6|  1860.9|   55.8| 99.88| 40.2| 0.47| 0.1
197.09071|+65.73753|130821+654415 |13 08 21.77|+65 44 15.1| 0.07| 0.6|  1863.6|   55.9|  3.38| 81.3| 0.43| 2.4
214.01742|+34.74347|141604+344436 |14 16 04.18|+34 44 36.5| 0.04| 0.6|  1863.7|   55.9|  1.00|-44.2| 0.44| 8.5
017.22188|+13.32422|010853+131927 |01 08 53.25|+13 19 27.2| 0.03| 0.6|  1864.0|   58.9|105.27| 75.2| 3.59| 0.2
008.56000|+39.40494|003414+392417 |00 34 14.40|+39 24 17.8| 0.04| 0.6|  1864.9|   62.5|  9.45|-29.5| 0.60| 1.0
257.68379|+46.02508|171044+460130 |17 10 44.11|+46 01 30.3| 0.04| 0.6|  1865.5|   56.0| 49.29|-83.0| 0.42| 0.2
015.21554|+68.13889|010051+680820 |01 00 51.73|+68 08 20.0| 0.08| 0.6|  1867.5|   56.0|  8.76|-36.1| 0.48| 1.1
044.45275| +6.03581|025748+060208 |02 57 48.66|+06 02 08.9| 0.03| 0.6|  1868.5|   58.6|  2.37| 10.5| 5.71|13.2
358.59050|+45.88456|235421+455304 |23 54 21.72|+45 53 04.4| 0.04| 0.6|  1872.3|   56.2|  3.07| -9.0| 0.40| 2.5
242.37933|+65.94047|160931+655625 |16 09 31.04|+65 56 25.7| 0.07| 0.6|  1872.7|   64.9| 33.28|  1.0| 0.51| 0.3
108.30804|+68.86925|071313+685209 |07 13 13.93|+68 52 09.3| 0.08| 0.6|  1873.0|   56.2| 14.86|-26.9| 0.44| 0.6
351.33258|-12.12461|232519-120728 |23 25 19.82|-12 07 28.6| 0.03| 0.6|  1874.6|   56.2|  1.05| 85.7| 0.43| 7.9
125.43342|+17.80569|082144+174820 |08 21 44.02|+17 48 20.5| 0.03| 0.6|  1875.1|   56.3|  4.86|-45.6| 0.39| 1.6
142.63937|+36.02322|093033+360123 |09 30 33.45|+36 01 23.6| 0.04| 0.6|  1875.1|   56.3| 39.63| 68.0| 0.43| 0.2
028.87504|+43.76444|015530+434552 |01 55 30.01|+43 45 52.0| 0.04| 0.6|  1875.4|   58.9| 86.44| 47.0| 1.13| 0.2
333.66083|-38.59575|221438-383544 |22 14 38.60|-38 35 44.7| 0.04| 0.6|  1879.3|   56.4|  1.62|  8.6| 0.48| 5.7
220.81083|+77.12411|144314+770726 |14 43 14.60|+77 07 26.8| 0.13| 0.6|  1880.4|   66.2|  2.24| 46.3| 0.48| 4.0
295.44187|+50.59678|194146+503548 |19 41 46.05|+50 35 48.4| 0.05| 0.6|  1881.1|   58.3| 21.73| 80.3| 7.39| 1.7
341.57617|-12.11444|224618-120652 |22 46 18.28|-12 06 52.0| 0.03| 0.6|  1881.8|   56.5| 25.88|-33.5| 0.46| 0.3
128.70154|+17.01281|083448+170046 |08 34 48.37|+17 00 46.1| 0.03| 0.6|  1882.8|   65.2| 12.01| -2.8| 0.48| 0.7
351.25058|+58.50606|232500+583021 |23 25 00.14|+58 30 21.8| 0.06| 0.6|  1884.8|   57.2|168.97|  4.0|39.28| 0.6
351.09125|+59.09147|232421+590529 |23 24 21.90|+59 05 29.3| 0.06| 0.6|  1885.7|   57.2|203.34| -4.4|52.17| 0.6
271.71025|+69.82447|180650+694928 |18 06 50.46|+69 49 28.1| 0.09| 0.6|  1885.9|   72.6| 62.81| 18.9| 0.53| 0.1
017.74000|+56.53800|011057+563216 |01 10 57.60|+56 32 16.8| 0.05| 0.6|  1888.5|   56.7| 10.82| -8.4| 0.48| 0.9
343.53887|+24.75653|225409+244523 |22 54 09.33|+24 45 23.5| 0.03| 0.6|  1888.9|   56.7|  1.13|-24.9| 0.45| 7.4
261.18617|-34.15342|172444-340912 |17 24 44.68|-34 09 12.3| 0.04| 0.6|  1890.9|   61.6|  5.59| 42.8| 0.89| 2.4
254.87900|+47.04033|165930+470225 |16 59 30.96|+47 02 25.2| 0.04| 0.6|  1891.8|   65.3| 77.52| 68.7| 0.46| 0.1
133.45383|-14.46439|085348-142751 |08 53 48.92|-14 27 51.8| 0.03| 0.6|  1894.5|   66.8| 32.58| 11.1| 0.48| 0.3
343.90292|+42.04764|225536+420251 |22 55 36.70|+42 02 51.5| 0.04| 0.6|  1894.7|   56.8|  4.77| 57.4| 0.45| 1.8
344.27317|+70.47756|225705+702839 |22 57 05.56|+70 28 39.2| 0.09| 0.6|  1899.3|   57.0| 15.13|-77.0| 0.50| 0.6
208.04292|-26.82425|135210-264927 |13 52 10.30|-26 49 27.3| 0.03| 0.6|  1900.8|   57.0|  1.18|-38.2| 0.46| 7.5
007.30908|+34.94228|002914+345632 |00 29 14.18|+34 56 32.2| 0.04| 0.6|  1902.9|   57.1|  9.48| 40.6| 0.45| 0.9
091.99892| -8.58061|060759-083450 |06 07 59.74|-08 34 50.2| 0.03| 0.6|  1905.1|   57.2| 41.64| 34.8| 0.48| 0.2
182.97362|-40.29492|121153-401741 |12 11 53.67|-40 17 41.7| 0.04| 0.6|  1905.1|   57.2|      |     |     |
206.75629| -8.05656|134701-080323 |13 47 01.51|-08 03 23.6| 0.03| 0.6|  1906.3|   57.2| 13.02| 39.4| 0.48| 0.7
050.47129|+12.35389|032153+122114 |03 21 53.11|+12 21 14.0| 0.03| 0.6|  1906.7|   67.3| 71.80| 41.0| 0.47| 0.1
258.43529|-37.10322|171344-370611 |17 13 44.47|-37 06 11.6| 0.04| 0.6|  1906.8|   66.8|  1.10| 22.2| 0.63|10.7
350.89646|+59.12225|232335+590720 |23 23 35.15|+59 07 20.1| 0.06| 0.6|  1907.1|   57.8| 96.82|-75.6|52.17| 1.2
350.81600|+59.31619|232315+591858 |23 23 15.84|+59 18 58.3| 0.06| 0.6|  1910.4|   57.9| 95.57|-83.4|52.17| 1.2
077.75262|-22.03242|051100-220156 |05 11 00.63|-22 01 56.7| 0.03| 0.6|  1912.5|   63.9| 33.44|  1.0| 0.67| 0.3
063.65525|+34.31431|041437+341851 |04 14 37.26|+34 18 51.5| 0.04| 0.6|  1915.1|   57.5|  2.03|-56.4| 0.48| 4.6
080.41217|-20.79408|052138-204738 |05 21 38.92|-20 47 38.7| 0.03| 0.6|  1915.5|   57.5|  1.48| 16.3| 0.44| 5.8
033.91296|-12.99256|021539-125933 |02 15 39.11|-12 59 33.2| 0.03| 0.6|  1915.8|   73.7|132.39|-39.0| 0.52| 0.1
305.67475|+40.14244|202241+400832 |20 22 41.94|+40 08 32.8| 0.04| 0.6|  1919.0|   58.8| 24.42|  5.5|16.12| 2.5
279.03758| -7.16464|183609-070952 |18 36 09.02|-07 09 52.7| 0.03| 0.6|  1919.7|   59.0|  5.17|-39.7|12.19| 9.8
209.47404| +0.77578|135753+004632 |13 57 53.77|+00 46 32.8| 0.03| 0.6|  1921.6|   57.7|  7.47| 89.7| 0.45| 1.2
290.87842| -7.69364|192330-074137 |19 23 30.82|-07 41 37.1| 0.03| 0.6|  1925.1|   66.8|116.23|  9.4| 0.62| 0.1
036.22533|+76.93189|022454+765554 |02 24 54.08|+76 55 54.8| 0.13| 0.6|  1926.5|   57.8|  1.06|-58.8| 0.44| 8.2
348.45050|+47.20433|231348+471215 |23 13 48.12|+47 12 15.6| 0.04| 0.6|  1927.5|   57.8| 67.82|-86.1| 0.44| 0.1
169.14458|+29.25569|111634+291520 |11 16 34.70|+29 15 20.5| 0.03| 0.6|  1927.9|   65.2| 29.07|-68.7| 1.52| 0.5
108.51958|+14.60581|071404+143620 |07 14 04.70|+14 36 20.9| 0.03| 0.6|  1930.8|   57.9| 21.11| 16.6| 0.45| 0.4
240.57171| +1.97206|160217+015819 |16 02 17.21|+01 58 19.4| 0.03| 0.6|  1932.5|   64.3|141.14| 57.0| 2.03| 0.1
083.26592| +4.09853|053303+040554 |05 33 03.82|+04 05 54.7| 0.03| 0.6|  1934.2|   58.0| 44.67|-27.3| 0.60| 0.3
060.82038|+51.30425|040316+511815 |04 03 16.89|+51 18 15.3| 0.05| 0.6|  1934.3|   59.3|  2.98|-10.5|12.22|16.5
048.10975|+39.27514|031226+391630 |03 12 26.34|+39 16 30.5| 0.04| 0.6|  1935.0|   61.9| 62.93| 41.3| 1.01| 0.2
049.56983|+41.90489|031816+415417 |03 18 16.76|+41 54 17.6| 0.04| 0.6|  1935.1|   58.8| 63.82|-84.7|19.02| 0.9
268.13879|-22.50347|175233-223012 |17 52 33.31|-22 30 12.5| 0.03| 0.6|  1936.5|   68.0|  3.64| 89.4| 0.64| 3.3
359.64779|+44.07789|235835+440440 |23 58 35.47|+44 04 40.4| 0.04| 0.6|  1939.6|   58.2|139.42| 73.6| 0.41| 0.1
346.29254|+60.24408|230510+601438 |23 05 10.21|+60 14 38.7| 0.06| 0.6|  1941.1|   71.4|  2.39| 50.9| 0.99| 6.3
252.17983|+75.77464|164843+754628 |16 48 43.16|+75 46 28.7| 0.12| 0.6|  1941.3|   58.2|  1.40| 69.6| 0.45| 6.2
039.66204|+16.61628|023838+163658 |02 38 38.89|+16 36 58.6| 0.03| 0.6|  1941.4|   58.2| 28.52|-73.7| 0.43| 0.3
144.95917|+35.93142|093950+355553 |09 39 50.20|+35 55 53.1| 0.04| 0.6|  1949.6|   65.1|285.63|-57.4| 1.69| 0.1
266.11487|-28.93092|174427-285551 |17 44 27.57|-28 55 51.3| 0.04| 0.6|  1954.3|   59.2| 40.32|  0.0|40.05| 2.2
202.52992|-21.70125|133007-214204 |13 30 07.18|-21 42 04.5| 0.03| 0.6|  1954.5|   65.1| 39.41|-16.0| 0.66| 0.3
288.15187|-22.37444|191236-222228 |19 12 36.45|-22 22 28.0| 0.03| 0.6|  1954.9|   66.3|462.15| 78.2| 1.58| 0.0
094.73958|+13.60875|061857+133631 |06 18 57.50|+13 36 31.5| 0.03| 0.6|  1955.8|   58.7| 68.13| 32.0| 0.55| 0.2
008.78667|-20.06644|003508-200359 |00 35 08.80|-20 03 59.2| 0.03| 0.6|  1957.1|   58.7|  2.27|-15.3| 0.44| 3.8
231.45383| +3.14069|152548+030826 |15 25 48.92|+03 08 26.5| 0.03| 0.6|  1960.0|   58.8|  2.04| 41.4| 0.47| 4.4
123.86588| -3.14072|081527-030826 |08 15 27.81|-03 08 26.6| 0.03| 0.6|  1962.6|   58.9|  1.94|-13.1| 0.45| 4.5
114.82517| +1.61792|073918+013704 |07 39 18.04|+01 37 04.5| 0.03| 0.6|  1964.3|   58.9|109.39|-74.7| 0.46| 0.1
152.88608|+71.41133|101132+712440 |10 11 32.66|+71 24 40.8| 0.09| 0.6|  1964.4|   69.4|  3.20| 76.4| 0.47| 2.7
187.75871|+12.38969|123102+122322 |12 31 02.09|+12 23 22.9| 0.03| 0.6|  1965.8|   62.6|  7.19| 72.7| 3.95| 4.0
267.00142|-29.05986|174800-290335 |17 48 00.34|-29 03 35.5| 0.04| 0.6|  1966.6|   59.6| 64.73|-14.4|26.80| 1.1
184.64458|-10.31236|121834-101844 |12 18 34.70|-10 18 44.5| 0.03| 0.6|  1966.7|   64.8|160.59|-60.5| 0.73| 0.1
077.66396|+29.15356|051039+290912 |05 10 39.35|+29 09 12.8| 0.03| 0.6|  1968.3|   61.4|159.03| 51.7| 1.48| 0.1
